,total_hh,lim_english_spanish_hh,lim_english_indoeuro_hh,lim_english_api_hh,lim_english_other_hh,isolated_hh,prop_isolated_hh,prop_isolated_hh_spanish
1471,1079,0,20,24,12,56.0,0.051899906,0.0
1472,1327,35,27,0,0,62.0,0.046721928,0.026375283
1473,2479,61,19,0,0,80.0,0.032271076,0.024606695
1474,1147,0,0,0,0,0.0,0.0,0.0
1475,1529,67,39,0,0,106.0,0.069326356,0.04381949
1476,795,15,21,10,0,46.0,0.057861634,0.018867925
1477,969,0,8,0,7,15.0,0.015479876,0.0
1478,1124,26,0,0,0,26.0,0.023131672,0.023131672
1479,2270,66,0,0,0,66.0,0.02907489,0.02907489
1480,1076,44,0,0,0,44.0,0.040892195,0.040892195
1481,2218,0,0,0,0,0.0,0.0,0.0
1482,1093,0,0,0,0,0.0,0.0,0.0
1483,674,7,7,0,0,14.0,0.020771513,0.010385756
1484,588,16,16,0,0,32.0,0.054421768,0.027210884
1485,587,0,10,0,0,10.0,0.017035775,0.0
1486,740,38,0,0,0,38.0,0.05135135,0.05135135
1487,644,31,0,0,0,31.0,0.048136648,0.048136648
1488,599,0,0,0,0,0.0,0.0,0.0
1489,1125,15,0,0,0,15.0,0.013333334,0.013333334
1490,787,10,0,0,0,10.0,0.01270648,0.01270648
1491,1227,46,10,0,0,56.0,0.045639772,0.037489813
1492,1107,65,0,0,0,65.0,0.058717255,0.058717255
1493,1362,8,29,9,0,46.0,0.03377386,0.005873715
1494,1543,30,0,0,0,30.0,0.019442644,0.019442644
1495,742,58,11,61,0,130.0,0.17520216,0.07816712
1496,3072,0,0,45,0,45.0,0.0146484375,0.0
1497,4690,32,19,0,0,51.0,0.010874201,0.0068230275
1498,983,0,0,0,0,0.0,0.0,0.0
1499,608,0,0,0,0,0.0,0.0,0.0
1500,791,0,0,0,0,0.0,0.0,0.0
1501,803,4,0,0,0,4.0,0.00498132,0.00498132
1502,716,5,13,5,0,23.0,0.032122906,0.00698324
1503,2264,29,38,42,0,109.0,0.048144877,0.012809187
1504,2915,22,142,30,11,205.0,0.0703259,0.00754717
1505,1548,0,0,22,0,22.0,0.014211887,0.0
1506,1797,35,22,37,0,94.0,0.052309405,0.019476905
1507,1275,0,0,0,0,0.0,0.0,0.0
1508,710,0,0,0,0,0.0,0.0,0.0
1509,671,0,0,0,0,0.0,0.0,0.0
1510,715,0,0,0,0,0.0,0.0,0.0
1511,952,12,0,0,0,12.0,0.012605042,0.012605042
1512,1094,0,11,0,0,11.0,0.010054844,0.0
1513,1521,10,0,7,0,17.0,0.011176857,0.006574622
1514,1859,0,0,0,0,0.0,0.0,0.0
1515,1722,0,9,0,0,9.0,0.005226481,0.0
1516,1326,3,0,30,0,33.0,0.024886878,0.0022624435
1517,4215,43,0,50,0,93.0,0.022064056,0.010201661
1518,1769,13,167,21,0,201.0,0.113623515,0.0073487847
1519,2811,0,54,15,7,76.0,0.027036643,0.0
1520,953,5,18,0,0,23.0,0.024134312,0.00524659
1521,1176,0,0,11,0,11.0,0.009353741,0.0
1522,2532,16,20,0,36,72.0,0.028436018,0.0063191154
1523,1888,0,68,0,0,68.0,0.03601695,0.0
1524,1180,0,0,0,0,0.0,0.0,0.0
1525,2013,0,0,0,0,0.0,0.0,0.0
1526,1631,0,0,0,0,0.0,0.0,0.0
1527,1593,66,10,39,0,115.0,0.072190836,0.041431263
1528,1313,16,7,0,0,23.0,0.017517136,0.012185834
1529,1297,9,0,0,0,9.0,0.0069390903,0.0069390903
1530,1757,111,9,18,0,138.0,0.07854297,0.063175865
1531,1041,0,0,0,0,0.0,0.0,0.0
1532,1055,0,12,0,0,12.0,0.011374407,0.0
1533,936,34,0,9,0,43.0,0.045940172,0.036324788
1534,1796,0,0,15,0,15.0,0.008351893,0.0
1535,2853,83,68,52,14,217.0,0.07606029,0.029092183
1536,3820,0,0,0,0,0.0,0.0,0.0
1537,719,15,12,0,0,27.0,0.037552156,0.02086231
1538,732,0,0,4,0,4.0,0.0054644807,0.0
1539,1081,30,0,0,0,30.0,0.027752081,0.027752081
1540,4090,0,0,0,0,0.0,0.0,0.0
1541,2293,0,0,0,0,0.0,0.0,0.0
1542,2228,18,32,0,0,50.0,0.022441652,0.008078994
1543,2714,0,0,16,0,16.0,0.0058953576,0.0
1544,1929,0,0,0,0,0.0,0.0,0.0
1545,4598,46,330,130,0,506.0,0.11004785,0.01000435
1546,2725,32,0,43,18,93.0,0.03412844,0.011743119
1547,2914,53,79,44,0,176.0,0.06039808,0.018188057
1548,1773,0,0,0,0,0.0,0.0,0.0
1549,3304,10,16,112,14,152.0,0.046004843,0.0030266345
1550,1526,0,31,43,0,74.0,0.048492793,0.0
1551,2999,54,36,6,0,96.0,0.03201067,0.018006003
1552,5231,22,0,57,0,79.0,0.015102275,0.0042056968
1553,3188,0,0,118,0,118.0,0.037013803,0.0
1554,2535,0,19,28,0,47.0,0.018540435,0.0
1555,2416,0,15,77,0,92.0,0.03807947,0.0
1556,5719,0,0,54,0,54.0,0.00944221,0.0
1557,413,0,0,0,0,0.0,0.0,0.0
1558,1379,0,73,0,0,73.0,0.05293691,0.0
1559,2752,0,78,0,0,78.0,0.028343024,0.0
1560,507,0,16,0,0,16.0,0.031558186,0.0
1561,2207,0,242,35,0,277.0,0.12550974,0.0
1562,2810,12,91,0,51,154.0,0.05480427,0.004270463
1563,2676,0,69,35,0,104.0,0.038863976,0.0
1564,1241,0,22,0,0,22.0,0.01772764,0.0
1565,2137,57,61,8,0,126.0,0.05896116,0.026672905
1566,1879,13,86,41,28,168.0,0.08940926,0.0069185738
1567,1800,30,243,20,8,301.0,0.16722222,0.016666668
1568,2090,36,173,20,41,270.0,0.1291866,0.01722488
1569,1238,0,85,0,0,85.0,0.06865913,0.0
1570,1976,9,139,26,9,183.0,0.092611335,0.004554656
1571,1836,14,113,42,0,169.0,0.09204793,0.0076252725
1572,1742,34,136,54,0,224.0,0.12858783,0.019517796
1573,1477,26,135,6,11,178.0,0.12051456,0.01760325
1574,1439,11,27,0,0,38.0,0.026407227,0.0076441974
1575,1713,8,70,19,0,97.0,0.056625802,0.004670169
1576,2378,0,199,0,0,199.0,0.08368377,0.0
1577,1258,44,15,45,0,104.0,0.082670905,0.03497615
1578,1935,29,250,182,31,492.0,0.25426358,0.01498708
1579,662,12,5,7,0,24.0,0.036253776,0.018126888
1580,1766,39,47,7,98,191.0,0.10815402,0.022083806
1581,1126,127,7,10,37,181.0,0.16074601,0.11278863
1582,1671,240,23,272,21,556.0,0.33273488,0.14362657
1583,774,219,79,36,0,334.0,0.43152454,0.28294572
1584,1267,152,59,52,0,263.0,0.20757696,0.11996843
1585,2280,139,115,60,64,378.0,0.16578947,0.060964912
1586,1272,92,46,57,34,229.0,0.18003145,0.07232705
1587,918,138,24,104,5,271.0,0.29520696,0.1503268
1588,1589,256,26,11,0,293.0,0.1843927,0.16110761
1589,1006,113,0,54,0,167.0,0.16600397,0.11232604
1590,2060,444,9,28,36,517.0,0.25097087,0.21553399
1591,2600,205,24,59,0,288.0,0.11076923,0.07884616
1592,2972,38,201,38,0,277.0,0.09320323,0.012786003
1593,2991,65,122,13,88,288.0,0.09628887,0.021731863
1594,1811,52,128,10,7,197.0,0.108779676,0.028713418
1595,1260,15,130,0,8,153.0,0.12142857,0.011904762
1596,1432,31,207,8,0,246.0,0.17178771,0.021648044
1597,1506,51,192,0,0,243.0,0.16135459,0.033864543
1598,1370,50,119,37,0,206.0,0.15036497,0.03649635
1599,1474,90,210,0,0,300.0,0.20352781,0.061058346
1600,1704,160,135,8,6,309.0,0.18133803,0.09389672
1601,884,157,121,0,0,278.0,0.31447965,0.17760181
1602,1528,258,119,0,31,408.0,0.2670157,0.16884817
1603,1760,137,207,20,0,364.0,0.20681818,0.07784091
1604,1217,27,270,0,0,297.0,0.24404272,0.022185702
1605,946,26,6,47,19,98.0,0.10359408,0.027484143
1606,1248,37,0,0,0,37.0,0.029647436,0.029647436
1607,1859,99,67,44,100,310.0,0.16675632,0.053254437
1608,1807,126,108,47,25,306.0,0.16934144,0.06972883
1609,1298,245,16,39,0,300.0,0.2311248,0.18875192
1610,1290,106,34,8,22,170.0,0.13178295,0.082170546
1611,1325,89,7,0,0,96.0,0.07245283,0.06716981
1612,1443,59,5,36,0,100.0,0.06930007,0.04088704
1613,2251,281,29,34,92,436.0,0.19369169,0.124833405
1614,1859,213,9,4,0,226.0,0.121570736,0.11457773
1615,1048,20,49,0,0,69.0,0.06583969,0.01908397
1616,809,0,31,0,7,38.0,0.04697157,0.0
1617,746,0,0,0,0,0.0,0.0,0.0
1618,946,127,51,0,0,178.0,0.18816067,0.13424948
1619,1361,102,120,9,9,240.0,0.17634092,0.07494489
1620,982,41,176,0,12,229.0,0.23319755,0.041751526
1621,1241,98,14,32,0,144.0,0.116035454,0.07896858
1622,1848,21,218,10,12,261.0,0.14123377,0.011363637
1623,1517,23,148,8,0,179.0,0.117996044,0.015161503
1624,1989,33,230,0,0,263.0,0.13222726,0.016591253
1625,989,0,62,0,0,62.0,0.06268959,0.0
1626,1041,9,112,8,0,129.0,0.12391931,0.008645534
1627,1424,0,228,8,0,236.0,0.16573034,0.0
1628,653,7,107,0,0,114.0,0.17457886,0.010719755
1629,2672,61,433,15,0,509.0,0.19049402,0.02282934
1630,1260,46,162,0,0,208.0,0.16507937,0.036507938
1631,2094,99,313,0,0,412.0,0.19675262,0.04727794
1632,824,216,0,9,12,237.0,0.28762135,0.26213592
1633,1499,324,43,9,0,376.0,0.2508339,0.2161441
1634,1729,174,276,46,0,496.0,0.28687102,0.10063621
1635,1234,83,164,0,0,247.0,0.20016207,0.06726094
1636,1638,198,174,0,0,372.0,0.22710623,0.12087912
1637,1191,258,60,10,10,338.0,0.28379512,0.21662469
1638,1416,197,71,0,0,268.0,0.18926553,0.13912429
1639,780,133,77,0,0,210.0,0.26923078,0.17051283
1640,1434,320,48,0,0,368.0,0.25662482,0.22315203
1641,2019,361,105,0,0,466.0,0.23080733,0.17880139
1642,674,165,0,0,0,165.0,0.24480712,0.24480712
1643,719,110,0,0,0,110.0,0.15299027,0.15299027
1644,1999,411,8,10,0,429.0,0.2146073,0.2056028
1645,988,347,13,0,0,360.0,0.36437246,0.3512146
1646,1407,270,0,12,0,282.0,0.20042644,0.19189766
1647,1385,248,33,0,0,281.0,0.20288809,0.17906137
1648,1362,157,172,0,0,329.0,0.24155654,0.11527166
1649,1596,361,30,0,0,391.0,0.24498747,0.22619048
1650,570,85,0,0,0,85.0,0.1491228,0.1491228
1651,1030,283,0,0,0,283.0,0.2747573,0.2747573
1652,1059,185,0,0,0,185.0,0.17469311,0.17469311
1653,1362,105,5,10,0,120.0,0.08810572,0.07709251
1654,969,88,78,0,18,184.0,0.18988648,0.090815276
1655,1258,153,181,9,13,356.0,0.28298888,0.12162162
1656,1433,148,79,0,0,227.0,0.15840892,0.10327983
1657,930,83,8,25,0,116.0,0.12473118,0.08924731
1658,1504,221,30,0,0,251.0,0.1668883,0.14694148
1659,1593,150,21,0,0,171.0,0.107344635,0.09416196
1660,378,41,0,0,0,41.0,0.10846561,0.10846561
1661,1184,129,0,0,0,129.0,0.1089527,0.1089527
1662,911,57,5,0,0,62.0,0.06805708,0.062568605
1663,1088,78,20,0,0,98.0,0.090073526,0.07169118
1664,1201,44,0,7,0,51.0,0.042464614,0.036636136
1665,693,55,0,0,13,68.0,0.0981241,0.07936508
1666,2382,232,0,30,0,262.0,0.1099916,0.09739715
1667,1040,121,0,0,0,121.0,0.11634615,0.11634615
1668,1287,169,42,0,0,211.0,0.16394717,0.13131313
1669,980,129,10,0,0,139.0,0.14183673,0.13163266
1670,954,199,0,0,0,199.0,0.2085954,0.2085954
1671,1019,154,5,0,0,159.0,0.15603533,0.15112856
1672,1956,219,31,0,0,250.0,0.12781186,0.11196319
1673,1246,91,0,0,0,91.0,0.073033705,0.073033705
1674,1301,137,0,0,0,137.0,0.105303615,0.105303615
1675,1322,105,0,0,10,115.0,0.08698941,0.07942511
1676,1383,245,58,23,0,326.0,0.23571946,0.17715111
1677,1383,19,0,0,0,19.0,0.01373825,0.01373825
1678,879,20,0,0,0,20.0,0.022753129,0.022753129
1679,504,92,0,0,0,92.0,0.18253969,0.18253969
1680,687,41,19,0,0,60.0,0.08733624,0.059679765
1681,848,88,0,0,3,91.0,0.10731132,0.10377359
1682,340,84,0,0,0,84.0,0.24705882,0.24705882
1683,300,53,4,0,0,57.0,0.19,0.17666666
1684,592,53,0,9,0,62.0,0.10472973,0.089527026
1685,577,82,7,0,0,89.0,0.1542461,0.14211439
1686,263,54,0,0,0,54.0,0.20532319,0.20532319
1687,684,102,0,0,0,102.0,0.1491228,0.1491228
1688,1124,149,0,8,0,157.0,0.13967972,0.13256228
1689,1904,251,0,0,0,251.0,0.13182773,0.13182773
1690,1621,401,0,0,0,401.0,0.24737816,0.24737816
1691,346,59,0,0,0,59.0,0.17052023,0.17052023
1692,1832,304,0,0,0,304.0,0.16593887,0.16593887
1693,362,35,0,0,0,35.0,0.09668508,0.09668508
1694,1820,227,21,0,0,248.0,0.13626374,0.124725275
1695,1840,77,0,0,0,77.0,0.041847825,0.041847825
1696,794,85,28,0,0,113.0,0.14231738,0.1070529
1697,593,0,6,4,0,10.0,0.016863406,0.0
1698,1267,0,0,0,10,10.0,0.00789266,0.0
1699,620,71,0,0,0,71.0,0.11451613,0.11451613
1700,643,100,0,0,0,100.0,0.15552099,0.15552099
1701,636,93,0,0,0,93.0,0.14622642,0.14622642
1702,503,81,0,0,0,81.0,0.1610338,0.1610338
1703,714,11,5,0,0,16.0,0.022408964,0.0154061625
1704,1559,71,0,0,0,71.0,0.045542013,0.045542013
1705,722,97,0,0,0,97.0,0.13434903,0.13434903
1706,771,14,2,0,0,16.0,0.02075227,0.018158237
1707,2414,119,86,12,0,217.0,0.0898923,0.049295776
1708,1347,23,0,0,0,23.0,0.017074982,0.017074982
1709,1612,22,0,0,0,22.0,0.013647643,0.013647643
1710,1990,112,89,13,0,214.0,0.10753769,0.056281406
1711,1666,20,18,10,0,48.0,0.028811524,0.012004802
1712,1677,10,27,0,0,37.0,0.022063209,0.0059630293
1713,1569,11,108,0,0,119.0,0.07584449,0.0070108348
1714,1370,0,169,0,0,169.0,0.12335766,0.0
1715,1556,177,71,0,0,248.0,0.15938303,0.113753214
1716,2511,168,108,0,0,276.0,0.10991637,0.06690562
1717,725,113,40,0,0,153.0,0.21103448,0.15586206
1718,601,4,7,0,0,11.0,0.018302828,0.006655574
1719,782,32,38,0,0,70.0,0.08951407,0.040920716
1720,1037,62,7,0,0,69.0,0.06653809,0.05978785
1721,875,98,18,0,0,116.0,0.13257143,0.112
1722,928,24,8,0,0,32.0,0.03448276,0.02586207
1723,1105,61,11,0,0,72.0,0.065158375,0.05520362
1724,1311,62,0,0,0,62.0,0.047292143,0.047292143
1725,1764,0,0,0,0,0.0,0.0,0.0
1726,774,42,0,0,0,42.0,0.054263566,0.054263566
1727,1516,79,0,0,0,79.0,0.052110817,0.052110817
1728,1725,16,0,0,0,16.0,0.009275362,0.009275362
1729,2797,0,79,0,0,79.0,0.028244548,0.0
1730,1308,29,20,0,0,49.0,0.037461773,0.022171253
1731,2026,0,0,0,0,0.0,0.0,0.0
1732,782,89,0,0,0,89.0,0.11381074,0.11381074
1733,336,0,2,0,0,2.0,0.005952381,0.0
1734,1461,39,0,0,0,39.0,0.026694044,0.026694044
1735,1119,9,0,0,0,9.0,0.008042895,0.008042895
1736,1452,38,0,0,0,38.0,0.0261708,0.0261708
1737,1712,6,0,0,0,6.0,0.0035046728,0.0035046728
1738,1404,0,0,0,0,0.0,0.0,0.0
1739,1013,0,37,0,0,37.0,0.03652517,0.0
1740,356,41,0,0,0,41.0,0.11516854,0.11516854
1741,1629,49,0,0,0,49.0,0.030079804,0.030079804
1742,1601,18,0,0,0,18.0,0.011242973,0.011242973
1743,2259,0,0,0,0,0.0,0.0,0.0
1744,592,0,0,0,0,0.0,0.0,0.0
1745,2058,15,62,0,0,77.0,0.037414964,0.0072886297
1746,981,0,0,0,0,0.0,0.0,0.0
1747,1547,0,7,0,0,7.0,0.004524887,0.0
1748,543,0,0,0,0,0.0,0.0,0.0
1749,364,11,0,0,0,11.0,0.03021978,0.03021978
1750,540,0,0,0,0,0.0,0.0,0.0
1751,397,0,0,0,0,0.0,0.0,0.0
1752,514,11,0,0,0,11.0,0.021400778,0.021400778
1753,514,0,0,0,0,0.0,0.0,0.0
1754,558,0,0,0,0,0.0,0.0,0.0
1755,870,0,0,5,0,5.0,0.0057471264,0.0
1756,348,14,0,0,0,14.0,0.040229887,0.040229887
1757,687,5,0,0,0,5.0,0.0072780205,0.0072780205
1758,617,0,0,0,0,0.0,0.0,0.0
1759,360,0,0,0,0,0.0,0.0,0.0
1760,360,0,0,0,0,0.0,0.0,0.0
1761,460,0,0,0,0,0.0,0.0,0.0
1762,453,0,0,0,0,0.0,0.0,0.0
1763,213,0,0,0,0,0.0,0.0,0.0
1764,4213,0,45,16,0,61.0,0.014478994,0.0
1765,589,0,0,0,0,0.0,0.0,0.0
1766,361,9,0,0,0,9.0,0.024930747,0.024930747
1767,359,0,0,0,0,0.0,0.0,0.0
1768,3312,0,27,242,0,269.0,0.08121981,0.0
1769,773,57,0,6,0,63.0,0.08150065,0.07373868
1770,648,25,12,13,0,50.0,0.07716049,0.038580246
1771,1169,6,8,54,0,68.0,0.058169376,0.005132592
1772,662,5,0,15,0,20.0,0.03021148,0.00755287
1773,1703,13,36,0,0,49.0,0.028772755,0.007633588
1774,1226,0,0,0,0,0.0,0.0,0.0
1775,819,0,0,0,0,0.0,0.0,0.0
1776,357,66,0,0,0,66.0,0.18487395,0.18487395
1777,947,0,0,0,0,0.0,0.0,0.0
1778,646,0,0,0,0,0.0,0.0,0.0
1779,1392,3,0,0,0,3.0,0.0021551724,0.0021551724
1780,853,279,0,0,0,279.0,0.3270809,0.3270809
1781,738,132,0,0,0,132.0,0.17886178,0.17886178
1782,1323,479,0,0,0,479.0,0.36205593,0.36205593
1783,1103,261,7,0,0,268.0,0.24297372,0.23662739
1784,1275,533,0,0,0,533.0,0.4180392,0.4180392
1785,796,222,0,0,0,222.0,0.27889448,0.27889448
1786,1048,262,28,0,0,290.0,0.27671754,0.25
1787,1298,441,0,0,0,441.0,0.33975348,0.33975348
1788,1017,316,0,0,0,316.0,0.3107178,0.3107178
1789,1095,237,0,0,0,237.0,0.21643835,0.21643835
1790,1079,368,0,0,0,368.0,0.34105653,0.34105653
1791,864,321,0,0,0,321.0,0.3715278,0.3715278
1792,1349,490,0,0,0,490.0,0.36323202,0.36323202
1793,636,25,6,7,0,38.0,0.059748426,0.039308175
1794,684,54,0,30,0,84.0,0.12280702,0.078947365
1795,513,60,0,0,0,60.0,0.116959065,0.116959065
1796,502,72,0,0,0,72.0,0.1434263,0.1434263
1797,1951,343,11,0,0,354.0,0.18144542,0.17580728
1798,505,115,0,0,0,115.0,0.22772278,0.22772278
1799,1514,239,37,0,0,276.0,0.18229854,0.15785997
1800,1629,398,0,0,0,398.0,0.24432167,0.24432167
1801,7967,48,49,85,0,182.0,0.022844233,0.0060248524
1802,660,0,0,21,0,21.0,0.03181818,0.0
1803,2696,0,0,35,0,35.0,0.012982196,0.0
1804,11012,0,152,58,51,261.0,0.023701416,0.0
1805,1905,0,0,200,0,200.0,0.104986876,0.0
1806,663,0,0,228,0,228.0,0.3438914,0.0
1807,641,0,5,213,0,218.0,0.3400936,0.0
1808,820,13,26,238,0,277.0,0.33780488,0.015853658
1809,413,0,0,0,0,0.0,0.0,0.0
1810,1503,10,14,114,28,166.0,0.110445775,0.00665336
1811,662,0,0,0,0,0.0,0.0,0.0
1812,2335,0,47,30,95,172.0,0.07366167,0.0
1813,878,0,0,0,0,0.0,0.0,0.0
1814,765,5,0,0,0,5.0,0.006535948,0.006535948
1815,200,0,7,7,0,14.0,0.07,0.0
1816,663,0,0,0,0,0.0,0.0,0.0
1817,1005,10,0,0,11,21.0,0.020895522,0.0099502485
1818,1170,17,0,8,0,25.0,0.021367522,0.014529915
1819,305,0,0,0,0,0.0,0.0,0.0
1820,436,0,0,0,0,0.0,0.0,0.0
1821,1033,0,0,0,0,0.0,0.0,0.0
1822,672,0,0,0,0,0.0,0.0,0.0
1823,125,0,0,0,0,0.0,0.0,0.0
1824,0,0,0,0,0,0.0,,
1825,537,0,11,0,0,11.0,0.020484172,0.0
1826,542,0,0,0,0,0.0,0.0,0.0
1827,614,9,0,0,0,9.0,0.014657981,0.014657981
1828,845,0,0,6,0,6.0,0.007100592,0.0
1829,1439,0,0,0,0,0.0,0.0,0.0
1830,1435,0,0,0,0,0.0,0.0,0.0
1831,726,13,0,17,0,30.0,0.041322313,0.017906336
1832,835,0,6,5,0,11.0,0.013173653,0.0
1833,3287,43,0,123,0,166.0,0.050501976,0.013081837
1834,553,0,0,0,0,0.0,0.0,0.0
1835,700,0,0,0,0,0.0,0.0,0.0
1836,770,0,0,0,0,0.0,0.0,0.0
1837,1099,0,0,0,0,0.0,0.0,0.0
1838,1186,68,0,28,0,96.0,0.08094435,0.05733558
1839,659,9,0,61,0,70.0,0.10622155,0.013657056
1840,1177,0,0,14,0,14.0,0.011894647,0.0
1841,1078,0,11,9,10,30.0,0.027829314,0.0
1842,992,0,24,8,6,38.0,0.038306452,0.0
1843,1637,41,26,96,0,163.0,0.09957239,0.025045816
1844,1693,9,9,25,0,43.0,0.025398701,0.005316007
1845,1806,0,11,23,0,34.0,0.018826135,0.0
1846,836,0,0,21,0,21.0,0.025119618,0.0
1847,752,0,0,37,0,37.0,0.04920213,0.0
1848,740,0,0,0,11,11.0,0.014864865,0.0
1849,617,0,0,0,0,0.0,0.0,0.0
1850,667,14,0,5,0,19.0,0.028485756,0.020989506
1851,688,0,17,13,0,30.0,0.04360465,0.0
1852,789,0,20,0,0,20.0,0.025348542,0.0
1853,919,12,0,0,0,12.0,0.0130576715,0.0130576715
1854,1198,34,9,9,0,52.0,0.043405674,0.028380634
1855,796,0,15,0,0,15.0,0.01884422,0.0
1856,539,15,0,0,14,29.0,0.05380334,0.027829314
1857,1614,0,0,0,0,0.0,0.0,0.0
1858,1821,0,0,0,0,0.0,0.0,0.0
1859,2351,0,0,18,0,18.0,0.0076563163,0.0
1860,890,0,0,0,0,0.0,0.0,0.0
1861,1059,0,0,0,0,0.0,0.0,0.0
1862,1576,62,0,0,25,87.0,0.055203047,0.0393401
1863,696,0,0,0,0,0.0,0.0,0.0
1864,1259,0,0,0,28,28.0,0.022239873,0.0
1865,705,0,0,0,0,0.0,0.0,0.0
1866,642,12,13,0,0,25.0,0.03894081,0.018691588
1867,1100,0,0,0,0,0.0,0.0,0.0
1868,1176,0,18,0,0,18.0,0.015306123,0.0
1869,1619,28,0,0,0,28.0,0.017294627,0.017294627
1870,3140,12,0,0,46,58.0,0.018471338,0.003821656
1871,1788,0,0,0,0,0.0,0.0,0.0
1872,1596,0,0,0,30,30.0,0.018796992,0.0
1873,2304,0,37,0,0,37.0,0.016059028,0.0
1874,1636,0,0,25,0,25.0,0.015281173,0.0
1875,1990,16,0,0,0,16.0,0.008040201,0.008040201
1876,776,0,0,0,5,5.0,0.006443299,0.0
1877,646,0,0,0,0,0.0,0.0,0.0
1878,686,0,0,0,0,0.0,0.0,0.0
1879,953,0,0,0,0,0.0,0.0,0.0
1880,1361,0,0,0,0,0.0,0.0,0.0
1881,1105,18,20,0,22,60.0,0.054298643,0.016289594
1882,835,60,4,0,0,64.0,0.07664671,0.07185629
1883,953,69,0,0,0,69.0,0.07240294,0.07240294
1884,1210,0,0,0,33,33.0,0.027272727,0.0
1885,1272,0,0,0,0,0.0,0.0,0.0
1886,2209,0,0,0,0,0.0,0.0,0.0
1887,355,8,0,0,0,8.0,0.02253521,0.02253521
1888,883,48,0,7,0,55.0,0.062287655,0.054360136
1889,823,74,11,0,0,85.0,0.10328068,0.08991495
1890,965,0,21,0,9,30.0,0.031088082,0.0
1891,879,0,10,0,0,10.0,0.011376564,0.0
1892,516,0,0,0,0,0.0,0.0,0.0
1893,539,0,0,0,0,0.0,0.0,0.0
1894,2220,0,0,0,0,0.0,0.0,0.0
1895,1117,40,0,0,0,40.0,0.035810206,0.035810206
1896,868,0,0,0,6,6.0,0.0069124424,0.0
1897,360,0,0,0,0,0.0,0.0,0.0
1898,729,0,0,0,0,0.0,0.0,0.0
1899,550,0,32,0,0,32.0,0.05818182,0.0
1900,877,11,0,0,0,11.0,0.012542759,0.012542759
1901,1433,0,10,0,0,10.0,0.006978367,0.0
1902,1420,0,0,0,0,0.0,0.0,0.0
1903,1949,0,0,0,0,0.0,0.0,0.0
1904,1171,0,0,0,0,0.0,0.0,0.0
1905,1440,0,0,0,0,0.0,0.0,0.0
1906,694,0,0,0,0,0.0,0.0,0.0
1907,634,12,0,0,0,12.0,0.018927446,0.018927446
1908,1130,0,0,0,0,0.0,0.0,0.0
1909,1564,9,0,0,0,9.0,0.0057544755,0.0057544755
1910,790,0,0,0,0,0.0,0.0,0.0
1911,729,29,11,0,0,40.0,0.054869685,0.03978052
1912,998,156,51,0,0,207.0,0.20741484,0.15631263
1913,1038,21,0,0,0,21.0,0.020231213,0.020231213
1914,1872,0,0,0,15,15.0,0.008012821,0.0
1915,533,124,0,0,0,124.0,0.2326454,0.2326454
1916,991,86,0,0,0,86.0,0.08678103,0.08678103
1917,1703,201,0,0,0,201.0,0.11802701,0.11802701
1918,1255,155,18,0,0,173.0,0.1378486,0.12350598
1919,1560,83,58,0,0,141.0,0.09038462,0.05320513
1920,801,64,17,0,0,81.0,0.101123594,0.07990012
1921,760,104,4,0,0,108.0,0.14210527,0.1368421
1922,1308,0,0,0,0,0.0,0.0,0.0
1923,1529,0,0,0,0,0.0,0.0,0.0
1924,721,0,0,0,9,9.0,0.012482663,0.0
1925,1570,0,0,0,0,0.0,0.0,0.0
1926,510,0,0,0,0,0.0,0.0,0.0
1927,1790,0,0,0,0,0.0,0.0,0.0
1928,945,0,0,0,0,0.0,0.0,0.0
1929,1278,25,0,0,0,25.0,0.019561816,0.019561816
1930,1150,0,0,0,0,0.0,0.0,0.0
1931,2449,51,15,0,0,66.0,0.026949776,0.020824827
1932,1050,70,0,0,0,70.0,0.06666667,0.06666667
1933,331,36,0,0,0,36.0,0.10876133,0.10876133
1934,600,28,0,0,0,28.0,0.046666667,0.046666667
1935,959,77,32,16,0,125.0,0.13034411,0.08029197
1936,456,19,27,19,0,65.0,0.14254385,0.041666668
1937,1153,93,124,0,0,217.0,0.18820469,0.08065915
1938,2140,78,160,0,0,238.0,0.11121495,0.036448598
1939,1902,0,32,7,0,39.0,0.020504732,0.0
1940,2135,15,96,0,14,125.0,0.05854801,0.007025761
1941,1877,24,118,0,0,142.0,0.07565264,0.012786361
1942,385,46,23,19,0,88.0,0.22857143,0.11948052
1943,591,41,21,18,0,80.0,0.13536379,0.06937394
1944,1668,219,116,13,0,348.0,0.2086331,0.13129497
1945,525,60,31,0,0,91.0,0.17333333,0.114285715
1946,731,97,42,17,0,156.0,0.2134063,0.13269494
1947,875,124,0,109,0,233.0,0.26628572,0.14171429
1948,888,238,0,64,0,302.0,0.3400901,0.268018
1949,687,118,0,25,0,143.0,0.20815139,0.17176127
1950,1486,316,7,48,0,371.0,0.24966353,0.21265142
1951,1379,395,0,25,0,420.0,0.30456853,0.28643945
1952,1367,348,20,35,0,403.0,0.29480615,0.25457206
1953,1405,284,25,17,0,326.0,0.23202847,0.20213524
1954,1639,299,0,33,0,332.0,0.20256254,0.18242832
1955,550,145,0,7,0,152.0,0.27636364,0.26363635
1956,668,30,0,59,0,89.0,0.13323353,0.04491018
1957,1140,55,0,30,0,85.0,0.0745614,0.048245613
1958,977,100,4,60,0,164.0,0.16786079,0.10235415
